PA,R,H,HR,RBI,HallOfFame
53,9,8,0,2,NC
56,4,8,2,8,NC
786,83,184,7,105,NC
1,0,0,0,0,NC
44,2,4,0,2,NC
308,22,76,0,27,NC
5848,760,1554,219,919,C
973,118,181,7,59,NC
31,3,5,0,1,NC
1276,164,262,4,72,NC
103,18,24,2,6,NC
4270,419,955,11,372,C
310,33,46,11,39,NC
7782,985,2229,238,1195,C
929,108,213,18,69,NC
5290,621,1341,123,631,NC
1735,216,562,34,271,NC
103,11,17,0,6,NC
5748,835,1561,228,1012,NC
446,39,99,17,65,NC
663,58,147,4,59,NC
58,3,11,0,9,NC
1673,180,349,6,137,NC
1088,123,244,6,80,NC
210,15,34,0,8,NC
1,0,0,0,0,NC
1267,146,270,13,97,NC
16,3,5,0,1,NC
16,1,4,0,1,NC
3404,479,824,114,433,NC
1115,112,255,38,117,NC
3481,388,763,96,409,NC
7963,1150,2075,349,1133,C
8,0,1,0,0,NC
768,78,146,5,53,NC
15,2,1,0,1,NC
1106,120,244,32,143,NC
2016,218,475,25,221,NC
207,24,39,0,7,NC
8030,1348,2153,378,1304,C
1584,187,344,31,156,NC
1435,104,238,14,125,NC
23,2,4,0,1,NC
4136,372,920,5,376,NC
1032,75,225,7,83,NC
36,6,6,2,5,NC
3,0,0,0,0,NC
864,145,213,17,88,NC
5,0,0,0,0,NC
24,0,4,0,1,NC
3223,383,816,106,463,NC
1747,198,310,20,100,NC
5347,718,1203,93,418,NC
47,5,9,1,4,NC
19,4,7,1,4,NC
0,0,0,0,0,NC
1004,176,216,1,85,NC
1117,85,241,5,98,NC
5578,662,1275,96,478,NC
4,0,0,0,0,NC
3202,397,854,12,225,NC
2872,382,685,18,252,NC
5790,966,1216,41,379,C
4380,421,991,29,394,NC
17,0,2,0,0,NC
3443,410,747,13,344,NC
116,7,17,4,17,NC
2991,388,756,35,280,NC
1000,83,216,1,74,NC
1783,162,367,20,143,NC
5414,665,1544,27,657,NC
1,0,0,0,0,NC
3933,608,886,11,319,NC
2713,338,588,3,205,NC
756,117,179,0,52,NC
2,0,0,0,0,NC
743,71,156,27,83,NC
479,88,187,2,5,NC
12,0,0,0,0,NC
123,15,33,2,11,NC
0,0,0,0,0,NC
78,5,18,1,11,NC
37,2,6,1,1,NC
1,0,0,0,0,NC
6602,932,1553,306,1015,C
412,30,52,2,31,NC
32,3,6,1,4,NC
74,11,14,0,5,NC
800,73,167,1,101,NC
1237,142,289,2,58,NC
54,8,11,0,3,NC
124,13,24,3,11,NC
0,0,0,0,0,NC
1538,283,433,2,204,NC
59,2,8,0,4,NC
35,5,9,0,4,NC
753,81,166,32,101,NC
303,30,60,3,44,NC
1577,135,333,2,94,NC
4730,538,1126,167,634,C
2029,209,499,7,193,NC
380,46,64,3,20,NC
5,0,0,0,0,NC
61,6,15,1,7,NC
97,5,9,1,2,NC
2711,298,650,28,271,NC
21,1,5,0,1,NC
54,5,11,0,0,NC
2934,235,591,46,295,NC
127,7,22,0,4,NC
39,4,7,0,3,NC
2146,194,453,33,207,NC
6526,1261,1988,126,1308,I
225,19,44,1,14,NC
7073,669,1694,107,714,C
32,4,7,1,3,NC
64,1,9,0,6,NC
77,10,9,1,4,NC
796,113,168,2,40,NC
412,28,74,1,28,NC
2,0,0,0,0,NC
404,31,77,0,23,NC
6880,713,1671,87,858,C
443,32,82,8,35,NC
2203,233,538,35,196,NC
6034,821,1524,34,839,NC
1128,97,217,33,104,NC
1392,132,270,39,154,NC
1679,219,362,33,216,NC
352,37,56,3,17,NC
1741,153,397,2,167,NC
8,25,1,0,0,NC
839,110,197,7,77,NC
517,55,107,4,35,NC
157,22,39,3,18,NC
2238,221,522,46,239,NC
1462,95,301,1,101,NC
243,30,48,2,21,NC
6,1,0,0,0,NC
1,0,0,0,0,NC
971,135,242,7,104,NC
897,70,186,27,117,NC
109,9,22,1,7,NC
15,1,0,0,1,NC
25,3,1,0,0,NC
5529,512,1206,104,548,NC
0,0,0,0,0,NC
18,0,1,0,0,NC
19,0,0,0,1,NC
114,25,28,0,12,NC
508,38,110,2,49,NC
567,54,87,0,27,NC
55,2,10,0,2,NC
4693,473,1091,18,442,NC
36,2,4,1,2,NC
15,2,4,0,2,NC
6469,848,1768,279,1035,C
5065,431,1002,43,414,NC
519,35,94,5,50,NC
343,38,76,12,37,NC
5800,902,1436,11,326,C
516,44,111,9,42,NC
1729,166,288,5,181,NC
6,2,2,0,0,NC
0,1,0,0,0,NC
1630,191,389,2,76,NC
2482,303,633,14,197,NC
1801,134,368,13,155,NC
1173,140,236,11,84,NC
0,0,0,0,0,NC
80,8,16,0,3,NC
107,14,21,1,6,NC
1889,232,401,49,147,NC
2140,154,367,9,173,NC
309,42,63,0,23,NC
4603,543,1091,98,560,C
6313,737,1570,163,852,C
27,2,6,1,2,NC
1094,117,256,13,147,NC
8,0,3,0,1,NC
22,3,4,0,0,NC
644,85,137,20,65,NC
1757,199,387,1,120,NC
4218,448,984,43,372,C
167,9,41,0,10,NC
9,2,2,0,1,NC
1050,92,209,1,41,NC
2324,239,595,22,196,NC
145,14,31,2,16,NC
13,0,1,0,0,NC
897,99,200,4,54,NC
55,5,10,1,7,NC
141,21,23,3,7,NC
1935,219,444,30,186,NC
237,28,46,8,24,NC
3848,248,819,8,321,NC
4,0,0,0,0,NC
1135,149,267,6,71,NC
39,6,12,0,3,NC
3,0,1,0,0,NC
4,0,1,0,0,NC
9,0,3,0,0,NC
2,0,0,0,0,NC
888,112,194,3,90,NC
4,0,0,0,0,NC
184,11,28,4,16,NC
111,8,22,1,12,NC
3412,370,935,86,456,NC
4,0,1,0,0,NC
888,122,240,4,81,NC
263,45,69,0,33,NC
35,5,8,0,4,NC
3285,470,730,141,490,NC
963,139,193,1,85,NC
10,0,3,0,1,NC
2846,338,638,63,285,NC
43,1,6,1,2,NC
316,15,40,3,11,NC
133,16,26,0,0,NC
325,32,70,0,27,NC
17,1,2,0,1,NC
314,35,64,13,43,NC
204,17,48,0,12,NC
6673,769,1493,132,605,C
3,0,0,0,0,NC
383,47,94,2,34,NC
2174,244,452,78,272,NC
1934,149,385,1,165,NC
795,59,159,8,68,NC
42,1,9,0,1,NC
148,16,27,0,11,NC
1253,127,236,28,118,NC
4056,378,903,31,333,NC
104,10,21,1,12,NC
269,32,54,4,20,NC
2384,198,548,6,190,NC
7,2,2,0,0,NC
117,8,18,2,5,NC
2092,165,440,24,159,NC
235,33,66,0,30,NC
9,1,0,0,0,NC
83,16,36,0,0,NC
2916,371,690,18,249,NC
683,101,198,23,124,NC
27,3,3,0,2,NC
1225,89,236,6,80,NC
861,73,182,8,78,NC
161,15,27,3,9,NC
1959,151,437,6,203,C
96,10,18,0,6,NC
539,44,94,4,32,NC
651,82,157,18,83,NC
18,1,1,0,1,NC
7,0,0,0,0,NC
86,4,15,0,7,NC
44,4,11,0,1,NC
67,6,11,1,4,NC
229,17,58,6,31,NC
813,115,189,5,88,NC
56,5,12,0,1,NC
42,6,2,0,0,NC
867,57,143,4,48,NC
946,88,184,5,74,NC
16,1,4,0,1,NC
120,14,30,9,17,NC
107,11,20,0,4,NC
286,18,64,3,27,NC
83,4,20,0,7,NC
12,2,2,0,3,NC
11,1,1,1,1,NC
19,2,8,1,9,NC
351,31,86,1,32,NC
9,1,2,0,0,NC
1175,187,307,4,64,NC
689,29,102,9,47,NC
4841,555,1036,62,413,NC
2611,400,758,18,400,NC
127,15,17,2,16,NC
342,17,15,0,3,NC
171,6,18,0,0,NC
71,10,16,0,8,NC
128,11,32,0,3,NC
2392,381,490,8,185,NC
10,1,3,1,1,NC
9470,1338,2170,126,885,I
289,74,63,1,18,NC
3067,268,751,44,311,NC
19,0,0,0,1,NC
11,1,1,0,0,NC
2547,331,643,28,215,NC
493,29,49,3,38,NC
215,30,48,7,31,NC
762,84,171,28,84,NC
103,12,21,0,6,NC
109,9,23,0,7,NC
174,18,47,2,12,NC
3873,415,949,107,441,NC
20,1,1,0,2,NC
6,0,0,0,1,NC
1961,196,465,33,195,NC
142,9,30,0,7,NC
771,64,150,28,95,NC
4,0,0,0,0,NC
1733,208,458,29,272,NC
1106,113,218,1,108,NC
8,0,0,0,0,NC
2240,241,466,79,259,NC
503,51,116,8,69,NC
27,2,4,0,0,NC
3675,444,828,67,508,NC
6206,590,1486,93,645,C
287,34,59,6,23,NC
2,0,0,0,0,NC
7,1,2,0,0,NC
626,82,162,1,44,NC
20,0,1,0,0,NC
575,63,130,5,61,NC
5741,727,1641,64,841,NC
3566,339,781,93,444,C
469,65,131,18,72,NC
41,2,5,0,2,NC
326,34,54,0,24,NC
37,3,6,0,2,NC
3166,409,793,110,480,NC
984,106,230,2,49,NC
11,1,1,0,1,NC
762,97,131,6,47,NC
686,66,191,0,81,NC
5436,783,1088,29,348,C
105,9,20,0,12,NC
9224,1185,2354,85,775,I
76,2,10,0,2,NC
85,8,15,0,5,NC
11,3,2,0,1,NC
7632,913,1949,54,550,C
11,0,1,0,0,NC
5619,778,1422,54,402,C
2074,205,455,24,180,NC
671,52,57,0,25,NC
5392,533,1358,13,640,NC
0,0,0,0,0,NC
4,1,2,0,0,NC
5887,562,1432,53,484,NC
291,25,53,9,28,NC
55,10,17,0,6,NC
11,1,1,0,0,NC
24,2,3,0,4,NC
316,32,61,1,12,NC
6119,780,1508,49,796,NC
16,1,1,0,1,NC
52,1,11,0,2,NC
2501,204,472,5,232,NC
76,10,16,5,12,NC
0,1,0,0,0,NC
3679,322,813,49,281,NC
25,2,6,0,1,NC
2012,264,456,5,112,NC
612,63,148,5,67,NC
145,16,27,3,15,NC
5438,575,1226,44,428,NC
67,7,13,1,7,NC
1417,180,383,6,174,NC
1531,206,371,30,205,NC
78,5,22,0,4,NC
43,5,9,1,5,NC
2962,369,740,113,441,NC
47,6,13,0,6,NC
25,1,3,0,3,NC
1119,124,192,20,97,NC
25,1,5,0,1,NC
2131,184,501,24,192,NC
60,2,11,0,6,NC
5,0,4,0,0,NC
974,138,201,3,70,NC
40,7,8,2,9,NC
1549,163,349,46,193,NC
233,24,49,1,27,NC
779,76,183,17,81,NC
123,9,15,1,8,NC
18,1,3,0,4,NC
11,1,4,1,1,NC
18,4,1,0,0,NC
231,20,59,0,18,NC
17,0,6,0,1,NC
5430,662,1453,22,760,C
281,19,62,1,26,NC
40,4,5,0,9,NC
27,2,3,0,0,NC
476,63,113,12,44,NC
159,8,29,0,9,NC
270,30,64,8,32,NC
808,99,128,16,60,NC
96,11,23,0,13,NC
3,0,0,0,0,NC
5477,641,1243,117,500,C
242,25,45,0,19,NC
142,14,19,3,13,NC
1,0,0,0,0,NC
3379,393,798,103,396,NC
8,2,1,0,0,NC
1748,204,406,9,162,NC
5057,398,1131,68,446,NC
409,43,95,1,22,NC
2,0,0,0,0,NC
13,0,0,0,1,NC
2328,245,476,4,189,NC
4,0,1,0,1,NC
209,25,50,3,18,NC
88,3,15,0,8,NC
586,73,131,0,47,NC
5389,781,1420,39,392,C
4,0,0,0,0,NC
606,52,122,2,58,NC
8,2,2,0,0,NC
9,1,1,0,1,NC
169,22,38,8,24,NC
18,2,3,0,1,NC
284,40,100,2,62,NC
1034,219,283,3,146,NC
2253,161,397,2,171,NC
2989,400,798,70,381,NC
554,97,145,4,9,NC
7736,897,2315,164,1174,C
828,85,188,2,66,NC
227,13,44,0,9,NC
52,4,8,0,2,NC
8908,917,2093,264,1123,C
3298,419,778,91,371,NC
93,9,15,0,10,NC
4,0,2,0,0,NC
4,0,0,0,0,NC
706,95,152,14,73,NC
636,74,121,5,52,NC
1655,139,277,45,158,NC
4812,600,1091,154,709,NC
706,64,130,9,57,NC
361,45,61,0,33,NC
569,65,122,13,64,NC
17,3,3,0,0,NC
58,6,12,0,7,NC
388,37,73,2,20,NC
158,13,27,0,8,NC
2869,392,774,26,235,NC
99,3,17,0,7,NC
2410,272,579,48,266,C
1250,172,253,10,122,NC
16,2,1,0,0,NC
12249,1632,3142,251,1406,I
39,0,4,0,2,NC
2,0,0,0,0,NC
402,31,91,1,37,NC
55,4,11,0,4,NC
1107,129,274,4,84,NC
6177,881,1652,49,462,C
1390,190,249,29,133,NC
242,21,60,0,11,NC
1258,127,220,23,106,NC
1292,176,233,9,92,NC
13,0,2,0,0,NC
3070,334,668,40,283,NC
4814,593,1185,156,633,NC
32,2,7,0,2,NC
6,0,2,0,0,NC
90,3,17,1,9,NC
88,7,18,1,4,NC
96,4,23,0,9,NC
5,0,0,0,0,NC
787,71,156,1,58,NC
1,0,0,0,0,NC
545,41,109,2,20,NC
38,5,6,0,1,NC
2435,331,584,90,293,NC
203,17,33,0,7,C
1594,267,390,0,193,NC
4,0,0,0,0,NC
1295,134,303,2,114,NC
4904,609,1146,50,585,NC
2221,261,592,55,304,NC
2849,314,786,29,376,C
1232,89,216,1,73,NC
0,0,0,0,0,NC
11,1,1,0,2,NC
556,64,139,1,61,NC
2353,266,540,10,234,NC
7150,900,1664,275,1065,C
3323,331,685,14,212,NC
5781,766,1311,3,357,NC
1742,197,382,68,275,NC
37,4,6,0,5,NC
7,1,0,0,0,NC
46,4,7,0,2,NC
3729,389,761,136,472,NC
2727,396,644,3,217,NC
1938,248,418,9,123,NC
919,101,215,24,113,NC
2872,268,628,45,245,NC
145,14,42,0,18,NC
1253,106,206,23,93,NC
2,0,0,0,0,NC
10,0,1,0,1,NC
872,102,195,8,75,NC
73,10,13,0,0,NC
4655,426,856,50,351,NC
60,7,10,2,6,NC
6681,833,1768,135,929,I
15890,2190,4293,160,1326,C
675,60,167,16,94,NC
33,2,3,0,0,NC
1,0,0,0,0,NC
35,1,3,0,2,NC
244,29,50,0,14,NC
4,1,1,0,0,NC
3564,521,961,49,454,NC
4714,581,1128,130,634,NC
693,89,158,5,55,NC
167,25,36,11,22,NC
5,0,1,0,1,NC
375,54,87,4,31,NC
247,32,53,0,21,NC
53,4,8,0,3,NC
1608,138,379,18,185,NC
9927,1357,2705,37,842,C
393,38,78,10,39,NC
2217,281,510,41,212,NC
4,0,0,0,0,NC
1068,106,257,6,70,NC
11,2,1,0,0,NC
4,1,2,0,1,NC
375,35,85,0,24,NC
332,30,68,4,33,NC
166,7,22,0,3,NC
2555,318,602,31,199,NC
1,0,0,0,0,NC
1717,205,542,56,281,NC
1,0,0,0,0,NC
1478,193,299,36,154,NC
930,77,168,0,62,NC
3686,468,1088,53,398,C
10009,1135,2476,192,1068,C
10,2,3,1,1,NC
65,10,12,0,3,NC
289,23,58,0,24,NC
1,0,0,0,0,NC
4,1,2,0,1,NC
3016,401,717,4,192,NC
151,19,34,0,3,NC
213,18,46,3,14,NC
324,31,65,1,28,NC
74,11,15,0,2,NC
4233,491,967,122,514,NC
4,0,0,0,0,NC
322,25,78,1,37,NC
7,1,1,0,0,NC
624,67,135,15,107,NC
1348,122,219,9,99,NC
117,20,33,1,11,NC
10232,1383,3141,135,1138,I
4,0,0,0,0,NC
163,21,21,0,10,NC
231,20,46,3,14,NC
731,64,133,7,55,NC
555,63,126,8,46,NC
14,3,4,1,2,NC
575,49,129,0,55,NC
1385,160,304,7,108,NC
9,0,1,0,0,NC
1119,144,246,28,124,NC
541,55,100,12,39,NC
823,133,193,0,66,NC
10062,1506,2234,548,1595,I
72,7,16,1,4,NC
873,83,190,1,60,NC
688,56,144,28,84,NC
0,0,0,0,0,NC
266,23,62,5,34,NC
1058,144,269,2,79,NC
114,14,32,7,20,NC
9,2,2,0,0,NC
6380,559,1472,20,549,C
856,134,212,3,34,NC
163,20,35,0,14,NC
672,64,143,23,70,NC
265,22,44,0,12,NC
3204,367,670,121,410,NC
0,0,0,0,0,NC
39,5,8,0,0,NC
9,1,1,0,0,NC
602,66,107,19,62,NC
670,54,136,12,60,NC
3726,467,890,35,276,NC
204,13,37,4,19,NC
2,0,0,0,1,NC
4,0,1,0,1,NC
475,60,115,1,30,NC
5398,640,1233,21,353,NC
356,13,16,3,13,NC
159,15,28,0,3,NC
1,0,0,0,0,NC
125,4,21,0,9,NC
608,61,141,8,70,NC
1561,220,381,4,99,NC
4225,576,1040,13,272,NC
1348,125,260,11,109,NC
459,43,94,2,33,NC
11,2,2,0,2,NC
12,0,1,0,0,NC
243,5,13,0,4,NC
4785,492,1086,58,454,NC
12,1,2,0,4,NC
438,51,138,0,57,NC
135,7,24,0,3,NC
6104,1365,1646,46,625,NC
9086,1231,2350,172,1310,I
38,4,6,0,0,NC
35,8,6,0,0,NC
1392,163,284,63,187,NC
8,1,0,0,0,NC
434,64,106,5,47,NC
2718,316,677,7,272,NC
1630,239,452,35,226,NC
3581,457,1061,38,572,NC
24,3,2,0,0,NC
773,97,190,5,85,NC
2056,321,483,7,256,NC
136,26,34,0,0,NC
2066,183,386,31,167,C
199,28,40,0,16,NC
95,12,14,1,7,NC
53,5,10,1,0,NC
23,2,4,0,0,NC
338,40,71,11,38,NC
109,11,31,0,8,NC
10,0,2,0,0,NC
28,1,4,0,3,NC
6043,653,1393,20,696,C
25,2,3,0,2,NC
3911,676,984,129,534,NC
473,69,90,4,33,NC
463,43,96,7,39,NC
6,0,2,0,0,NC
16,3,4,1,3,NC
109,19,28,0,13,NC
33,0,2,0,1,NC
2367,296,572,21,271,NC
2956,490,803,18,268,NC
932,69,188,2,59,NC
106,14,27,5,15,NC
4212,385,812,137,471,NC
1921,166,408,33,180,NC
2306,276,618,71,289,NC
267,36,43,0,0,NC
2726,319,616,45,243,NC
5,0,1,0,0,NC
2706,306,640,12,226,NC
647,42,137,2,49,NC
1473,148,312,29,144,NC
176,25,44,0,0,NC
5337,409,1326,33,472,C
1116,98,247,7,93,NC
49,6,10,0,7,NC
541,68,127,19,46,NC
3,0,0,0,0,NC
28,0,0,0,0,NC
3,0,0,0,0,NC
3590,464,849,166,516,NC
3,0,0,0,0,NC
142,13,38,0,13,NC
246,35,57,3,19,NC
2,0,0,0,0,NC
42,2,6,0,1,NC
0,0,0,0,0,NC
41,3,10,0,5,NC
27,3,3,0,0,NC
11,0,2,0,0,NC
380,41,86,0,29,NC
278,25,65,6,24,NC
192,20,38,8,27,NC
4271,447,938,134,534,NC
23,1,4,0,1,NC
104,12,20,1,5,NC
172,16,40,0,15,NC
3823,357,819,71,347,C
3984,421,895,111,373,NC
32,2,9,0,1,NC
4935,898,1352,69,740,NC
142,10,15,0,5,NC
360,31,73,5,27,NC
1226,128,293,0,115,NC
10185,1545,2665,73,1440,I
990,115,251,5,56,NC
1275,96,259,22,108,NC
2352,217,469,12,146,NC
171,18,33,3,10,NC
1531,166,338,9,124,NC
32,1,3,0,1,NC
77,4,16,0,3,NC
361,39,66,8,32,NC
29,4,8,0,3,NC
189,16,38,0,10,NC
7,1,2,0,0,NC
221,21,55,1,23,NC
922,85,184,0,53,NC
17,4,4,0,0,NC
171,19,32,3,16,NC
5868,647,1486,133,728,NC
911,57,165,8,66,NC
2178,261,508,84,276,NC
9545,1389,2449,55,590,C
62,5,13,0,6,NC
4649,587,1287,8,505,NC
75,6,13,1,3,NC
2451,259,515,1,171,NC
7128,1052,1594,92,973,NC
67,3,16,1,8,NC
29,4,2,1,2,NC
4,0,1,0,1,NC
5599,737,1284,174,742,C
66,4,18,1,8,NC
391,39,92,2,50,NC
543,41,113,6,44,NC
558,39,107,2,37,NC
3265,296,650,54,294,C
51,4,4,0,0,NC
179,15,33,0,11,NC
253,35,43,1,12,NC
2324,230,456,30,174,C
330,28,67,3,21,NC
3,0,0,0,0,NC
181,8,37,4,25,NC
21,0,1,0,1,NC
1661,122,310,53,202,NC
3290,449,826,34,443,NC
618,70,127,11,54,NC
10,1,1,0,0,NC
764,96,145,23,82,NC
1419,126,316,2,119,NC
7833,995,1911,124,695,C
1,0,1,0,0,NC
2498,268,534,44,267,NC
9,0,0,0,0,NC
4015,357,816,102,410,C
8049,1135,2131,147,858,C
135,8,28,0,8,NC
108,2,12,1,7,NC
1374,108,291,28,166,NC
264,19,55,1,27,NC
589,86,151,5,63,NC
99,12,19,0,10,NC
384,51,80,0,4,NC
3293,469,750,32,239,NC
43,4,5,0,3,NC
9,3,1,0,0,NC
895,115,182,11,72,NC
5,1,0,0,0,NC
789,99,175,3,85,NC
83,9,24,1,6,NC
1364,122,326,2,96,C
57,5,7,1,2,NC
1326,148,274,37,147,I
1,0,0,0,0,NC
1268,88,302,2,125,NC
9461,1217,2161,54,675,C
138,17,23,5,13,NC
63,8,15,1,5,NC
34,4,8,0,2,NC
1896,218,423,33,196,NC
110,8,16,0,3,NC
121,16,31,0,6,NC
1701,195,371,3,115,NC
2030,254,450,10,187,NC
1,0,0,0,0,NC
2,0,1,0,0,NC
16,1,1,0,1,NC
31,3,5,1,2,NC
2016,256,450,115,301,NC
7,0,0,0,0,NC
3027,280,694,75,374,NC
182,12,30,0,8,NC
4532,606,1223,112,644,NC
1916,215,467,81,299,NC
553,58,127,16,82,NC
61,9,15,0,6,NC
7,0,1,0,0,NC
17,1,5,0,1,NC
1909,155,365,13,124,NC
47,10,15,0,4,NC
132,12,28,0,21,NC
1,1,0,0,0,NC
120,12,14,2,8,NC
182,16,39,0,5,NC
314,48,68,3,33,NC
303,35,54,1,17,NC
82,4,16,0,5,NC
2176,144,374,6,141,NC
124,12,26,0,7,NC
836,79,176,4,89,NC
5385,475,1243,16,488,NC
227,54,72,0,28,NC
6,0,0,0,0,NC
139,10,23,1,6,NC
24,2,4,0,3,NC
513,35,88,0,59,NC
6717,798,1526,197,828,NC
7133,740,1692,27,597,C
8,3,1,0,0,NC
159,25,31,6,16,NC
4577,586,1075,39,391,NC
370,32,72,8,35,NC
70,11,14,1,8,NC
4164,331,833,3,346,NC
6628,913,1697,124,699,C
1822,246,438,4,55,NC
1443,176,303,23,111,NC
0,1,0,0,0,NC
82,2,13,0,6,NC
414,31,98,2,29,NC
213,24,52,0,12,NC
1351,128,232,13,82,NC
3308,272,682,7,272,NC
49,3,14,0,5,NC
81,8,21,0,7,NC
2295,250,483,43,241,NC
4603,544,1143,27,436,NC
16,1,3,0,0,NC
1135,114,252,40,123,NC
99,8,18,1,3,NC
448,35,80,4,29,NC
13,0,2,0,0,NC
223,15,30,0,12,NC
282,30,76,0,32,NC
142,18,23,4,13,NC
844,60,162,2,83,NC
332,15,53,0,24,NC
4610,547,1032,15,430,NC
2543,555,869,11,449,C
260,22,50,2,19,NC
24,0,0,0,0,NC
4454,379,880,17,386,NC
150,15,36,0,14,NC
6957,851,1861,85,636,C
1367,135,268,20,99,NC
638,70,148,0,32,NC
132,16,27,0,9,NC
163,23,35,2,19,NC
874,105,196,0,74,NC
12167,1782,3319,234,1307,I
127,9,26,2,9,NC
2244,198,576,42,285,NC
421,65,86,9,34,NC
521,48,72,23,60,NC
45,1,7,0,3,NC
1,0,0,0,0,NC
122,15,27,0,4,NC
51,5,7,0,0,NC
2,1,0,0,0,NC
29,1,3,0,0,NC
1606,162,376,52,204,NC
41,4,9,0,2,NC
5737,681,1477,207,792,C
4,0,0,0,0,NC
15,0,0,0,0,NC
587,24,63,3,27,NC
27,2,8,1,7,NC
1549,245,388,9,146,NC
2949,392,659,5,265,C
1148,99,246,0,63,NC
1,0,0,0,0,NC
86,5,19,0,3,NC
4813,684,1282,111,495,NC
457,46,129,2,61,NC
6432,769,1506,59,710,C
1251,108,285,6,111,NC
98,13,21,3,4,NC
3141,410,808,101,518,NC
5026,446,1109,39,418,C
898,117,205,5,60,NC
3,0,0,0,1,NC
113,15,23,0,7,NC
31,2,5,0,3,NC
8530,901,1935,14,523,C
81,7,16,1,3,NC
6,0,1,0,1,NC
756,149,161,0,29,NC
206,41,43,0,3,NC
1,0,0,0,0,NC
8011,1102,1653,292,957,C
252,26,43,0,10,NC
1155,125,274,3,102,NC
750,67,143,0,40,NC
388,46,99,7,43,NC
164,11,38,1,14,NC
2,0,1,0,0,NC
3345,379,791,19,207,NC
397,54,106,5,42,NC
1377,178,369,12,112,NC
41,5,7,1,3,NC
393,27,91,2,28,NC
12,0,0,0,0,NC
3675,416,882,75,400,NC
50,5,11,0,4,NC
71,6,11,0,1,NC
6634,746,1621,13,457,NC
1,0,0,0,0,NC
1901,148,375,18,115,NC
138,14,25,1,10,NC
51,4,11,0,7,NC
2,0,0,0,0,NC
10460,1473,2600,314,1169,C
70,3,9,1,6,NC
289,30,67,1,35,NC
27,3,5,0,2,NC
1006,95,176,22,87,NC
3436,580,788,12,263,NC
2322,268,562,36,217,NC
30,2,7,0,4,NC
6116,923,1748,230,937,C
571,73,136,4,67,NC
963,93,192,1,58,NC
3,0,0,0,0,NC
232,34,53,0,21,NC
326,33,65,5,28,NC
14,2,2,0,0,NC
25,3,3,1,1,NC
5923,811,1281,256,796,NC
1789,178,388,19,146,NC
3558,361,834,87,406,NC
410,76,141,2,62,NC
1,1,0,0,0,NC
107,18,17,1,11,NC
16,2,2,0,1,NC
4939,1027,1286,18,553,NC
3219,312,627,44,303,NC
2,1,1,0,0,NC
1469,202,358,14,157,NC
3285,431,904,60,431,NC
259,14,41,0,12,NC
6299,964,1513,253,965,I
3197,428,766,17,355,NC
1316,146,296,54,207,NC
138,12,25,6,16,NC
242,27,42,6,14,NC
50,3,17,0,6,NC
8,3,3,0,1,NC
6962,756,1736,169,935,C
42,0,2,0,0,NC
249,25,64,2,25,NC
15,0,0,0,0,NC
6861,790,1614,111,759,C
613,75,134,8,56,NC
7329,876,1854,49,630,NC
4392,523,1078,42,401,NC
156,12,31,0,9,NC
17,2,4,0,0,NC
1686,213,462,3,197,NC
5160,480,975,11,230,NC
4,0,0,0,0,NC
702,90,167,7,52,NC
632,59,132,14,61,NC
14,2,6,0,3,NC
7603,986,2098,96,660,C
6355,889,1375,320,950,C
23,2,6,0,0,NC
751,41,80,11,33,NC
4616,441,1097,88,519,NC
2512,288,620,32,302,NC
87,15,21,0,4,NC
60,7,11,0,4,NC
3781,413,862,112,432,NC
20,1,2,0,0,NC
488,44,103,1,21,NC
61,2,5,0,2,NC
9,0,1,0,0,NC
7,2,2,0,0,NC
2398,297,560,72,259,NC
33,4,5,0,2,NC
39,5,10,0,3,NC
7451,862,1795,256,992,C
8052,825,1871,314,1094,C
2887,357,626,40,250,NC
449,49,107,5,42,NC
3882,449,845,146,518,NC
1,0,0,0,0,NC
73,3,10,0,8,NC
421,33,84,14,39,NC
511,99,128,4,9,NC
154,17,22,2,9,NC
244,15,48,0,19,NC
11329,1650,2517,268,1133,I
728,60,147,3,53,NC
1065,118,244,14,126,NC
50,1,5,0,1,NC
81,5,12,0,6,NC
1105,145,233,1,107,NC
88,15,21,0,4,NC
904,72,144,0,11,NC
24,4,5,1,2,NC
1,0,0,0,0,NC
1350,258,414,2,188,NC
53,6,6,0,4,NC
361,52,91,0,28,NC
6412,754,1467,34,492,C
97,9,14,1,5,NC
22,4,4,1,1,NC
6582,961,1442,6,275,NC
4989,689,1243,218,768,NC
91,6,15,0,5,NC
27,1,7,1,6,NC
1015,97,214,6,77,NC
145,7,21,0,9,NC
1672,182,432,25,209,NC
46,2,2,0,0,NC
1170,159,284,8,111,NC
2779,345,633,19,231,NC
2556,254,524,37,218,NC
914,88,192,21,107,NC
228,10,25,0,15,NC
67,7,9,0,5,NC
38,3,9,0,6,NC
2804,286,601,18,209,NC
6694,738,1528,70,638,C
381,22,67,4,21,NC
1627,293,460,19,253,NC
217,12,37,0,6,NC
8051,1108,1994,312,1089,C
9641,993,2326,101,950,C
14,2,0,0,0,NC
6459,731,1611,115,618,C
1162,198,387,8,224,NC
562,48,121,12,61,NC
5628,750,1491,23,410,NC
42,4,5,0,1,NC
2297,272,521,8,189,NC
208,20,44,1,5,NC
1030,88,206,3,90,NC
3385,309,753,23,236,NC
5248,566,1231,27,392,NC
694,57,123,10,49,NC
6,0,0,0,0,NC
322,32,74,1,0,NC
1022,131,264,11,76,NC
1469,226,359,0,109,NC
