PA,R,H,2B,HR,RBI,SB,HallOfFame
3098,250,687,84,14,231,9,NC
2607,310,536,100,20,202,22,NC
25,3,7,1,1,1,1,NC
138,18,16,2,0,6,0,NC
5148,494,1151,218,51,456,33,NC
310,28,58,15,9,29,2,NC
7,2,2,0,0,2,0,NC
274,24,49,8,9,27,3,NC
18,3,3,1,0,0,1,NC
78,4,15,3,0,3,0,NC
290,27,54,8,5,28,3,NC
624,65,131,14,10,42,18,NC
5366,679,1217,261,92,683,46,NC
150,8,29,6,0,7,0,NC
6316,661,1328,174,13,390,244,C
89,11,12,0,0,2,0,NC
31,4,4,0,0,0,0,NC
60,9,16,1,0,5,2,NC
934,97,200,30,0,67,28,NC
2,1,0,0,0,0,0,NC
13,0,0,0,0,0,0,NC
6,1,1,1,0,0,0,NC
6263,796,1515,202,50,869,145,NC
16,8,4,0,0,0,9,NC
27,1,6,1,1,3,0,NC
123,20,36,3,2,18,3,NC
6317,872,1348,302,249,816,136,NC
12,1,1,0,0,0,0,NC
2644,358,662,71,8,128,195,NC
166,23,40,2,0,0,0,NC
462,55,108,14,1,40,7,NC
2718,292,632,111,61,291,34,NC
1446,180,372,60,7,118,19,NC
202,31,49,11,8,22,0,NC
90,7,13,2,2,4,0,NC
413,20,45,3,0,20,7,NC
3371,349,793,125,21,305,89,NC
259,14,56,4,0,14,1,NC
36,4,6,1,0,1,0,NC
837,56,172,25,0,51,2,NC
39,3,5,0,0,3,0,NC
758,88,153,38,22,77,5,NC
1378,137,267,45,5,106,31,NC
1868,224,434,68,29,173,29,NC
2041,183,367,46,5,130,18,NC
883,67,182,33,14,65,6,NC
308,27,61,19,3,36,0,NC
411,43,80,13,4,26,5,NC
5029,382,1174,196,53,536,7,C
1945,214,444,86,27,224,8,NC
234,16,50,2,2,19,7,NC
242,40,69,5,0,20,10,NC
367,26,67,12,3,30,1,NC
788,84,158,26,8,70,27,NC
4,0,1,0,0,0,0,NC
102,14,20,3,1,7,10,NC
558,78,134,15,2,56,74,NC
3523,441,755,116,89,381,90,NC
727,83,127,14,2,47,11,NC
3998,543,1147,196,72,509,32,C
450,47,90,24,10,40,7,NC
5412,672,1210,189,265,809,11,C
10,2,1,0,0,0,1,NC
569,52,110,15,4,41,1,NC
21,5,3,0,1,3,0,NC
5132,430,1106,202,81,524,15,C
1459,151,341,60,20,159,14,NC
1038,117,199,37,4,80,5,NC
12,0,2,0,0,1,0,NC
22,0,4,0,0,1,0,NC
4725,525,968,176,198,640,25,NC
1834,190,321,48,43,151,36,NC
99,1,1,0,0,0,0,NC
4,1,1,0,0,0,0,NC
103,16,30,2,0,11,0,NC
70,11,15,1,2,7,3,NC
283,13,52,11,0,14,2,NC
1153,135,261,70,27,119,13,NC
4,0,1,0,0,0,0,NC
1920,211,442,69,24,190,16,NC
63,7,13,2,0,4,0,NC
612,66,140,36,7,85,2,NC
5031,737,1201,167,38,357,217,NC
325,38,58,3,1,33,41,NC
183,15,28,0,1,11,7,NC
5,0,1,0,0,0,0,NC
13,0,2,0,0,0,0,NC
1051,111,240,31,3,130,26,NC
115,13,20,2,0,13,0,NC
140,16,25,4,4,17,0,NC
11,1,1,1,0,1,1,NC
94,4,19,4,0,4,0,NC
547,55,129,21,6,53,5,NC
5515,839,1383,220,17,389,51,C
402,89,97,15,0,56,7,NC
160,21,28,5,0,6,4,NC
33,4,6,1,0,4,1,NC
61,11,13,2,2,9,3,NC
130,16,32,8,1,11,0,NC
5646,755,1454,267,184,821,119,C
33,3,7,2,0,2,0,NC
281,23,53,9,0,18,3,NC
2345,198,434,81,55,209,8,NC
38,4,6,2,0,1,0,NC
20,0,2,1,0,0,0,NC
149,13,24,2,0,11,5,NC
253,21,56,9,1,19,2,NC
366,21,43,6,4,21,2,NC
7,1,1,0,0,1,0,NC
140,27,33,7,0,15,0,NC
5408,508,1128,167,144,562,10,C
4681,520,1206,211,22,368,30,NC
13,0,2,0,0,0,0,NC
609,91,143,23,7,33,24,NC
2245,237,513,92,20,251,32,NC
3,0,0,0,0,0,0,NC
179,12,35,7,2,21,1,NC
303,30,67,10,1,30,7,NC
295,66,94,18,0,0,0,NC
8,1,1,0,0,0,0,NC
438,34,76,16,0,29,0,NC
266,24,52,10,0,29,3,NC
719,50,141,22,9,58,3,C
3,0,0,0,0,0,0,NC
10,1,0,0,0,0,0,NC
660,66,150,14,0,52,11,NC
49,7,7,1,0,1,0,NC
5,1,2,0,0,0,0,NC
4967,610,1208,247,79,450,156,NC
5307,681,1380,198,39,693,192,NC
876,97,175,24,22,74,8,NC
15,1,3,0,0,0,0,NC
3087,269,610,146,69,284,6,NC
1402,80,198,31,4,96,6,NC
405,39,93,22,6,51,0,NC
10,1,1,1,0,1,0,NC
7393,1009,1990,318,75,833,313,C
67,2,0,0,0,0,0,NC
251,17,41,7,4,28,0,NC
59,7,17,2,2,12,0,NC
1296,84,259,38,3,112,6,NC
5669,581,1255,246,77,714,38,C
214,27,34,4,2,18,4,NC
18,0,2,0,0,0,0,NC
77,17,17,1,0,8,3,NC
399,35,94,12,3,35,2,NC
722,35,93,12,9,61,1,NC
13,1,2,1,0,1,0,NC
107,13,15,2,3,9,1,NC
134,22,54,7,2,0,0,NC
7297,867,1912,396,236,1179,28,I
118,15,22,3,0,0,0,NC
0,1,0,0,0,0,0,NC
6087,818,1682,335,65,874,23,NC
3,1,0,0,0,0,0,NC
4376,362,1039,147,25,455,87,NC
6402,837,1473,260,60,544,102,NC
329,25,60,15,8,25,0,NC
1103,124,314,74,12,117,2,NC
999,142,237,27,3,108,48,NC
1314,148,326,71,9,148,12,NC
107,3,18,2,0,10,0,NC
187,16,37,4,0,10,7,NC
5068,642,1262,232,134,668,170,NC
5,0,1,0,0,2,0,NC
4358,554,1241,168,41,408,45,NC
1519,161,370,51,3,134,12,NC
10569,1470,2446,483,385,1384,78,C
4780,652,1146,193,166,674,128,C
150,28,44,2,0,18,4,NC
228,15,53,9,1,20,0,NC
4089,445,972,226,73,435,15,NC
0,0,0,0,0,0,0,NC
411,66,96,13,8,57,9,NC
3015,287,674,121,20,229,25,NC
5,0,0,0,0,0,0,NC
5813,616,1357,186,85,491,65,C
4,1,2,0,0,1,0,NC
747,27,71,12,2,21,1,NC
3291,332,767,121,118,446,7,NC
1985,173,428,62,21,177,7,NC
64,3,17,1,0,5,0,NC
202,17,40,4,0,13,0,NC
9351,1108,2256,453,108,1071,70,C
796,95,167,25,34,107,3,NC
1,0,0,0,0,0,0,NC
3686,382,739,87,5,243,223,NC
732,52,151,24,5,50,2,NC
8253,1121,2148,433,91,678,174,C
644,79,161,18,1,63,21,NC
7,0,1,0,0,1,0,NC
0,1,0,0,0,0,0,NC
237,28,44,9,5,23,3,NC
82,5,12,3,1,4,1,NC
13,1,2,0,0,0,0,NC
933,107,231,50,11,86,8,NC
5,0,0,0,0,0,0,NC
22,0,2,0,0,2,0,NC
2398,329,567,93,4,141,68,NC
78,11,15,1,0,12,0,NC
468,50,105,12,8,53,3,NC
1063,150,268,47,24,100,13,NC
2742,283,578,93,115,368,7,NC
114,5,24,3,3,13,1,NC
210,12,37,3,0,22,2,NC
1414,78,364,56,5,140,6,NC
4,1,1,0,0,0,0,NC
669,73,151,25,9,79,7,NC
20,0,3,0,0,1,0,NC
77,8,13,2,0,2,0,NC
526,46,102,20,13,46,6,NC
3938,726,964,142,27,403,280,NC
491,45,87,14,5,43,2,NC
1640,164,356,45,14,125,25,NC
3130,347,820,152,29,388,30,NC
5,0,1,0,0,0,0,NC
852,96,175,21,15,78,11,NC
44,6,16,4,0,0,0,NC
3013,407,750,121,203,536,16,NC
268,44,46,11,1,10,13,NC
33,4,4,0,0,2,0,NC
113,14,26,4,1,0,0,NC
1276,75,204,16,4,86,19,NC
382,34,72,7,6,36,12,NC
5,0,1,0,0,1,0,NC
2323,225,379,72,36,147,14,NC
2194,239,442,65,29,169,68,NC
566,42,133,17,5,52,1,NC
0,0,0,0,0,0,0,NC
3273,399,835,169,99,488,8,NC
2718,376,607,111,42,195,145,NC
6721,719,1365,232,31,621,328,NC
148,16,25,3,1,12,2,NC
1,0,0,0,0,0,0,NC
30,3,4,0,0,3,0,NC
6643,699,1499,207,8,528,256,C
4364,439,1081,191,47,489,15,NC
391,30,70,9,4,29,2,NC
3,1,1,0,0,0,0,NC
32,4,6,0,0,0,0,NC
5998,612,1518,289,38,793,113,C
2459,285,590,140,57,304,7,NC
3,0,1,1,0,1,0,NC
7043,781,1584,236,191,784,86,C
1496,137,303,57,20,133,29,NC
684,61,148,28,21,76,0,NC
2860,378,806,101,13,247,65,NC
763,97,162,34,13,59,10,NC
7,3,1,0,0,2,0,NC
1546,152,356,68,6,192,26,NC
449,55,114,10,0,24,0,NC
251,36,55,9,2,24,9,NC
2835,333,621,145,46,259,60,NC
9,0,1,0,0,0,0,NC
7239,945,1607,257,53,617,273,NC
50,3,8,0,1,6,0,NC
323,36,76,8,4,27,2,NC
1263,131,316,51,47,164,2,NC
398,23,29,8,4,15,2,NC
516,53,109,21,25,72,1,NC
8333,1141,2226,436,49,1055,74,I
4,0,2,1,0,1,0,NC
3228,321,809,121,67,346,15,NC
85,5,19,5,0,7,0,NC
3,0,0,0,0,0,0,NC
630,67,160,25,1,53,0,NC
697,37,127,24,5,69,0,NC
10778,1257,2460,402,28,793,580,I
1044,90,236,56,12,83,6,NC
2647,379,656,101,18,199,228,NC
6,1,3,1,0,1,0,NC
547,37,116,17,7,59,0,NC
8336,1004,2100,240,17,617,495,C
101,8,14,1,4,7,0,NC
1423,195,353,34,4,173,73,NC
37,5,7,1,0,3,1,NC
216,20,50,5,1,11,2,NC
1751,173,410,61,13,196,15,NC
2063,234,455,110,68,247,9,NC
1091,167,226,43,6,75,29,NC
170,24,35,5,0,14,0,NC
273,32,33,2,0,9,4,NC
40,4,8,1,0,2,0,NC
1835,176,386,54,3,123,56,NC
1056,116,229,46,13,118,8,NC
1992,261,530,122,60,241,30,NC
354,39,82,17,4,33,3,NC
509,39,117,19,0,45,8,NC
13,0,1,0,0,1,0,NC
11,0,1,0,0,0,1,NC
1555,164,310,53,31,168,6,NC
83,7,13,6,0,9,0,NC
979,104,229,31,4,116,15,NC
10,0,0,0,0,0,0,NC
1035,104,234,44,4,85,12,NC
20,3,2,0,0,0,0,NC
0,0,0,0,0,0,0,NC
1636,166,341,49,2,77,46,NC
4865,531,1263,257,118,602,25,C
169,20,35,2,2,25,0,NC
785,57,150,29,5,60,5,NC
5664,736,1336,270,187,709,91,C
10,1,0,0,0,0,0,NC
3147,312,656,117,77,350,5,NC
239,18,47,9,1,22,6,NC
2,0,0,0,0,0,0,NC
1265,96,259,55,13,108,6,NC
320,33,59,9,2,15,11,NC
350,0,0,0,0,0,0,NC
652,62,159,27,7,78,2,NC
90,9,17,1,0,4,3,NC
8,1,1,0,0,0,0,NC
209,32,48,4,0,17,13,NC
5,1,0,0,0,0,0,NC
1,0,0,0,0,0,0,NC
1,0,0,0,0,0,0,NC
9,1,2,1,0,2,0,NC
7,0,2,0,0,0,0,NC
5253,648,1389,301,171,683,25,NC
18,1,4,1,0,2,0,NC
460,92,206,41,6,96,16,NC
281,26,56,7,2,19,5,NC
3479,440,762,112,187,554,3,NC
13099,2245,4189,724,117,1944,896,I
4124,490,1108,183,36,323,203,NC
845,110,217,32,12,112,47,NC
316,25,55,9,0,15,8,NC
76,4,16,0,0,4,2,NC
591,60,115,15,1,47,18,NC
118,8,15,2,2,8,1,NC
189,29,27,1,0,4,10,NC
390,36,73,11,6,33,4,NC
10610,1391,2961,458,97,1519,366,I
4287,353,925,190,67,443,8,NC
990,98,228,25,2,72,26,NC
2692,264,525,74,1,175,23,NC
45,9,7,1,1,4,0,NC
597,68,145,25,4,0,0,NC
198,24,42,5,0,12,7,NC
126,17,21,5,1,15,5,NC
22,2,4,0,0,4,0,NC
1368,142,308,36,3,131,43,NC
35,3,6,3,0,2,1,NC
11,1,0,0,0,0,0,NC
47,2,2,0,0,2,0,NC
348,32,70,12,8,35,5,NC
3,3,1,0,0,1,0,NC
9290,1179,2445,511,173,1146,70,C
177,12,23,5,0,5,0,NC
1591,202,324,58,8,114,58,NC
996,75,204,32,3,73,21,NC
33,1,7,3,0,3,0,NC
851,85,222,36,0,68,10,NC
2982,332,616,128,104,328,15,NC
12,3,5,0,0,3,0,NC
45,3,7,1,0,4,0,NC
2825,360,678,111,106,369,22,NC
189,23,39,4,0,18,8,NC
910,48,120,33,3,62,11,NC
36,4,3,1,0,3,0,NC
1399,146,324,72,39,158,8,NC
1,0,0,0,0,0,0,NC
82,7,15,3,0,10,3,NC
1463,246,400,45,4,238,93,NC
484,40,80,22,11,50,0,NC
423,53,103,16,6,32,9,NC
74,11,19,0,0,5,7,NC
285,22,49,4,1,14,4,NC
1980,114,341,49,11,165,9,NC
27,0,2,0,0,0,0,NC
12,1,3,0,0,0,0,NC
2179,195,455,52,6,209,38,NC
58,3,11,1,0,3,1,NC
27,3,8,0,0,1,1,NC
678,79,157,19,2,36,18,NC
38,6,5,3,0,2,2,NC
3,0,0,0,0,0,0,NC
2075,200,369,74,37,223,4,NC
11240,1559,2931,474,139,870,915,I
19,0,1,0,0,0,0,NC
986,98,213,48,11,81,13,NC
734,105,161,18,2,69,7,NC
425,33,89,11,2,38,4,NC
7608,1697,2164,242,40,742,914,I
12,1,2,1,0,0,1,NC
439,27,76,7,1,27,1,NC
52,6,13,2,0,4,1,NC
1459,148,253,37,48,162,8,NC
2963,273,661,120,67,370,22,NC
723,109,151,24,7,83,29,NC
345,37,86,26,3,34,1,NC
43,2,8,0,0,0,2,NC
278,21,62,12,4,30,1,NC
3,0,0,0,0,0,0,NC
37,3,7,2,0,2,0,NC
219,27,39,7,0,13,5,NC
535,61,123,26,17,79,0,NC
651,54,128,24,1,40,7,NC
4,0,0,0,0,0,0,NC
12,0,0,0,0,0,0,NC
126,40,37,5,0,22,8,NC
108,15,25,3,0,5,6,NC
85,19,25,5,0,12,0,NC
40,5,12,2,1,1,0,NC
1541,179,332,41,6,134,13,NC
5095,648,1322,248,174,708,125,NC
6558,781,1743,319,76,640,46,NC
48,3,12,0,0,3,0,NC
102,9,26,3,3,12,0,NC
2170,186,436,76,41,242,2,NC
1015,94,235,37,7,86,4,NC
32,0,6,0,0,0,1,NC
3,0,0,0,0,0,0,NC
8,3,2,0,1,1,0,NC
7831,1071,2304,414,207,1085,134,I
7,1,1,0,0,0,0,NC
2497,318,564,59,14,173,161,NC
262,23,56,8,7,30,1,NC
72,15,16,0,0,2,5,NC
2555,258,549,84,98,307,4,NC
2331,226,545,90,1,163,23,NC
150,19,33,2,0,12,3,NC
80,4,14,4,1,14,1,NC
67,5,9,0,0,5,0,NC
6973,900,1785,336,71,818,53,C
2875,284,667,89,7,265,108,NC
139,8,25,4,1,14,1,NC
2447,189,487,82,32,230,9,NC
1631,115,248,40,1,92,11,NC
2521,299,604,69,15,158,114,NC
18,3,5,1,0,3,0,NC
98,10,17,0,0,14,3,NC
152,24,39,9,0,18,0,NC
7735,964,1803,300,160,758,233,C
408,26,67,15,0,22,11,NC
506,217,288,34,0,2,1,NC
274,45,60,12,0,30,6,NC
435,34,88,14,0,39,9,NC
46,2,6,2,1,4,0,NC
32,10,11,2,0,3,2,NC
652,67,148,20,8,55,3,NC
1675,159,367,67,28,134,8,NC
3451,670,890,120,35,452,213,NC
438,48,83,17,12,54,1,NC
57,6,10,1,1,7,0,NC
196,27,49,9,0,12,7,NC
2802,306,641,117,89,323,9,NC
9124,1643,2513,451,118,1093,419,NC
47,3,10,2,0,3,0,NC
84,11,19,1,0,4,0,NC
5986,705,1563,289,44,702,193,C
219,25,55,13,4,26,2,NC
120,23,21,1,2,17,5,NC
188,15,36,8,6,16,3,NC
308,23,65,11,4,28,0,NC
6,1,1,0,0,2,0,NC
6786,844,1797,383,248,953,37,C
245,26,43,7,0,14,5,NC
4204,615,1121,205,135,659,18,NC
674,76,167,28,11,86,9,NC
1,0,0,0,0,0,0,NC
1769,222,424,86,42,218,31,NC
26,2,5,3,0,3,0,NC
540,61,136,22,5,57,3,NC
12,0,1,0,0,0,0,NC
326,38,75,7,1,36,4,NC
734,50,131,19,6,51,0,NC
274,37,59,8,0,8,1,NC
217,29,39,4,1,10,3,NC
5,0,0,0,0,0,0,NC
264,20,43,7,5,16,0,NC
93,14,20,5,3,13,0,NC
356,41,61,14,2,14,9,NC
5644,703,1549,330,128,734,18,C
2429,254,543,88,13,243,46,NC
176,15,26,5,2,10,1,NC
3926,514,925,148,87,421,47,NC
2362,306,529,71,3,210,67,NC
105,11,22,6,1,15,0,NC
12,2,1,0,0,1,0,NC
29,1,5,0,0,1,0,NC
303,7,15,2,0,7,1,NC
6046,754,1471,275,34,552,181,C
2612,241,522,66,2,113,129,NC
31,2,3,0,0,0,0,NC
1035,123,219,36,28,119,2,NC
2334,233,436,80,25,191,21,NC
7,0,1,0,0,0,1,NC
7,0,0,0,0,0,0,NC
34,4,5,1,0,2,0,NC
9453,1401,2519,592,369,1406,37,NC
1681,90,287,39,2,97,15,C
133,14,27,4,1,9,7,NC
4,0,0,0,0,0,0,NC
9066,1200,2327,436,140,923,294,C
451,38,87,16,3,41,5,NC
913,77,198,31,10,87,11,NC
3726,474,976,186,30,428,63,C
198,14,44,7,0,16,1,NC
12,1,3,0,0,0,0,NC
1616,185,320,37,3,141,84,NC
7,0,2,1,0,2,0,NC
951,114,217,42,38,145,2,NC
2423,481,715,86,4,343,74,NC
1227,147,294,45,9,108,20,NC
169,7,32,3,0,11,1,NC
10244,1774,2839,574,184,1427,181,I
9,1,1,0,0,1,0,NC
23,2,6,2,1,2,0,NC
6894,1109,1637,320,181,850,74,NC
170,23,32,3,0,17,0,NC
355,20,77,14,2,33,4,NC
36,0,8,1,0,2,0,NC
556,33,81,12,1,26,21,NC
572,60,130,15,1,29,9,NC
626,84,162,17,0,59,9,NC
781,66,156,26,17,68,7,NC
208,19,36,6,2,15,4,NC
973,57,148,20,8,43,0,NC
1539,150,322,75,30,134,2,NC
5,0,0,0,0,0,0,NC
9480,1586,2954,546,302,1603,136,I
88,0,15,1,0,5,1,NC
2106,233,537,93,33,179,18,NC
3528,443,849,172,71,382,58,NC
615,47,148,24,6,55,4,NC
8080,1125,1934,378,208,846,346,C
209,22,35,10,1,13,6,NC
850,183,224,21,4,113,11,C
760,89,197,34,5,73,14,NC
4872,589,1051,136,2,255,131,NC
729,58,157,18,0,69,1,NC
64,6,14,4,0,2,0,NC
3,0,1,0,0,0,0,NC
659,64,136,13,6,47,3,NC
585,98,150,12,4,77,26,NC
448,46,107,11,1,34,5,NC
1958,220,430,61,28,170,13,NC
2385,306,663,129,10,237,46,NC
4,1,0,0,0,0,0,NC
7076,600,1478,294,24,629,27,I
9175,1215,1863,337,139,683,72,NC
0,0,0,0,0,0,0,NC
1023,92,218,42,4,81,2,NC
1096,101,208,35,1,43,25,NC
206,17,41,5,0,0,0,NC
7212,930,1794,379,270,958,109,NC
10,0,0,0,0,0,0,NC
74,7,10,2,0,2,1,NC
18,1,1,0,0,2,0,NC
3,0,0,0,0,0,0,NC
5559,754,1407,271,186,857,56,NC
6900,706,1591,241,200,758,24,C
25,1,4,1,1,6,0,NC
5715,760,1229,247,228,760,231,C
91,12,23,4,0,4,0,NC
1081,89,213,26,9,85,6,NC
3664,349,795,125,32,270,11,NC
193,15,33,3,4,14,0,NC
310,34,67,16,8,33,1,NC
438,54,99,6,0,0,0,NC
8329,1041,2105,451,281,1269,141,C
128,19,39,1,0,8,6,NC
3,0,1,0,0,0,0,NC
105,26,22,5,0,13,0,NC
4794,594,1084,240,32,388,64,NC
4436,599,1140,243,194,711,125,NC
3234,412,733,115,71,326,19,NC
158,13,29,0,0,8,1,NC
2335,304,611,147,79,298,12,NC
5854,815,1542,179,24,548,218,NC
3776,402,834,128,10,343,144,NC
47,4,6,0,1,4,1,NC
166,14,28,3,0,6,0,NC
0,0,0,0,0,0,0,NC
8612,1183,2488,463,193,1068,91,NC
4465,464,1087,211,81,471,54,NC
63,4,11,4,0,6,0,NC
983,138,248,37,2,110,7,NC
7914,1046,1820,241,377,1103,43,C
439,68,118,23,24,78,0,NC
393,31,92,11,6,47,1,NC
85,7,18,1,0,5,0,NC
35,3,6,0,0,3,0,NC
110,14,18,4,0,6,0,NC
896,61,195,31,0,45,7,NC
3326,312,564,94,46,229,80,NC
488,39,112,23,7,40,2,NC
1552,218,421,79,68,278,2,NC
324,28,76,14,0,28,5,NC
4,0,0,0,0,0,0,NC
8,3,1,0,0,0,0,NC
146,13,37,5,0,17,2,NC
8283,1206,2194,440,281,1191,70,C
104,10,21,3,0,0,0,NC
569,74,146,22,2,59,3,NC
4070,338,929,163,14,378,36,NC
359,37,67,12,7,29,1,NC
3499,300,866,176,68,353,8,NC
1,0,0,0,0,0,0,NC
221,18,47,5,5,18,1,NC
825,198,229,32,2,113,9,NC
42,1,6,0,0,2,0,NC
717,64,132,21,0,49,23,NC
5469,801,1356,236,32,422,57,NC
32,1,5,1,0,3,0,NC
279,9,43,3,1,11,0,NC
0,0,0,0,0,0,0,NC
292,29,62,11,0,25,3,NC
24,3,6,1,0,2,0,NC
42,2,2,1,0,1,0,NC
1,1,0,0,0,0,0,NC
158,14,27,2,0,9,0,NC
8,0,0,0,0,0,0,NC
63,2,8,0,0,0,0,NC
48,3,8,1,0,1,0,NC
2,0,0,0,0,0,0,NC
4179,571,1008,211,135,543,42,NC
395,28,69,5,1,27,3,NC
948,127,207,44,10,70,27,NC
922,50,164,27,6,81,1,NC
497,40,88,19,1,41,4,NC
802,123,206,39,8,70,7,NC
1,1,0,0,0,0,0,NC
150,12,33,6,0,12,3,NC
1,0,0,0,0,0,0,NC
1412,166,338,73,3,123,9,NC
4224,579,995,222,137,555,30,NC
108,18,24,5,1,16,2,NC
7016,721,1613,245,43,656,36,C
4,2,1,0,0,0,0,NC
289,24,54,7,0,16,2,NC
4654,501,1056,158,13,455,253,NC
7,3,0,0,0,0,0,NC
365,32,60,4,1,21,12,NC
7,0,0,0,0,0,0,NC
1078,102,273,54,27,126,3,NC
212,28,41,4,6,19,0,NC
63,4,12,3,1,4,0,NC
2,0,0,0,0,0,0,NC
89,17,19,5,0,11,0,NC
6344,759,1514,295,153,759,158,NC
209,32,45,12,3,32,2,NC
18,3,0,0,0,1,0,NC
16,4,4,1,1,4,0,NC
416,55,96,18,0,31,5,C
518,62,110,22,11,53,2,NC
3,0,0,0,0,0,0,NC
1772,133,271,49,17,94,19,NC
362,30,63,5,0,0,0,NC
134,15,24,6,2,9,2,NC
41,5,9,2,0,2,3,NC
17,2,1,0,0,2,1,NC
1022,59,225,21,2,53,9,NC
4,0,0,0,0,1,0,NC
1,0,0,0,0,0,0,NC
62,3,16,2,0,7,1,NC
54,5,10,1,0,4,0,NC
5,0,2,0,0,0,0,NC
1,0,0,0,0,0,0,NC
64,3,15,0,0,6,0,NC
1947,222,564,97,77,292,9,NC
3443,291,820,132,29,338,10,NC
607,81,128,25,19,61,17,NC
716,43,149,17,1,57,16,NC
16,2,3,0,0,0,0,NC
3,3,2,0,0,0,0,NC
31,6,6,2,0,0,0,NC
927,75,133,16,2,47,13,NC
11,1,3,1,0,0,0,NC
7,1,1,0,0,0,0,NC
11,2,2,0,0,1,2,NC
3138,366,704,128,44,271,144,NC
1267,101,312,69,16,154,1,NC
2128,264,550,144,57,282,28,NC
81,4,18,3,0,2,2,NC
112,12,12,1,0,5,2,NC
526,88,88,23,0,29,42,NC
93,29,22,2,1,9,3,NC
252,35,53,11,6,18,2,NC
2086,191,441,70,21,170,20,NC
3531,341,799,184,90,446,50,NC
2038,288,521,94,9,213,15,NC
1756,141,323,53,11,109,3,NC
89,14,27,4,0,6,1,NC
195,14,37,10,0,8,1,NC
5055,664,1342,286,112,555,64,C
1270,142,227,28,2,81,16,NC
104,8,19,3,2,6,1,NC
3056,238,605,87,79,300,6,NC
604,67,127,24,11,68,3,NC
595,66,162,21,0,57,12,NC
564,184,243,42,0,12,16,NC
626,69,129,16,1,41,53,NC
5772,1129,1625,250,71,883,354,I
130,10,32,2,2,12,0,NC
1602,119,317,41,0,116,13,NC
800,66,168,29,17,86,4,NC
25,0,2,0,0,0,0,NC
60,8,20,1,0,7,0,NC
287,17,59,7,1,21,0,NC
4386,475,930,211,173,577,8,C
1557,163,380,59,19,165,3,NC
263,23,55,12,6,25,0,NC
4534,562,1066,140,4,319,120,NC
11,0,1,1,0,1,0,NC
1,0,0,0,0,0,0,NC
6601,676,1316,175,20,389,167,C
295,29,54,9,4,18,3,NC
19,0,3,0,0,2,0,NC
1,0,0,0,0,0,0,NC
507,68,96,21,2,34,6,NC
1242,130,264,28,2,76,40,NC
28,1,4,2,0,1,1,NC
128,8,17,4,1,4,2,NC
662,44,137,15,16,70,1,NC
5,0,1,0,0,2,0,NC
49,2,0,0,0,0,0,NC
27,1,3,2,0,5,0,NC
3049,404,788,121,27,436,35,NC
53,9,8,1,0,2,0,NC
56,4,8,3,2,8,0,NC
786,83,184,47,7,105,3,NC
1,0,0,0,0,0,0,NC
44,2,4,0,0,2,3,NC
308,22,76,14,0,27,1,NC
5848,760,1554,326,219,919,54,C
973,118,181,21,7,59,53,NC
31,3,5,2,0,1,1,NC
1276,164,262,31,4,72,17,NC
103,18,24,1,2,6,5,NC
4270,419,955,151,11,372,165,C
310,33,46,9,11,39,1,NC
7782,985,2229,438,238,1195,66,C
929,108,213,27,18,69,28,NC
5290,621,1341,247,123,631,151,NC
1735,216,562,103,34,271,56,NC
103,11,17,2,0,6,0,NC
5748,835,1561,331,228,1012,28,NC
446,39,99,10,17,65,0,NC
663,58,147,19,4,59,1,NC
58,3,11,3,0,9,2,NC
1673,180,349,33,6,137,68,NC
1088,123,244,33,6,80,23,NC
210,15,34,2,0,8,3,NC
1,0,0,0,0,0,0,NC
1267,146,270,51,13,97,12,NC
16,3,5,0,0,1,0,NC
16,1,4,0,0,1,0,NC
3404,479,824,172,114,433,72,NC
1115,112,255,43,38,117,4,NC
3481,388,763,154,96,409,33,NC
7963,1150,2075,452,349,1133,107,C
8,0,1,0,0,0,0,NC
768,78,146,23,5,53,3,NC
15,2,1,1,0,1,0,NC
1106,120,244,44,32,143,0,NC
2016,218,475,78,25,221,6,NC
207,24,39,0,0,7,0,NC
8030,1348,2153,473,378,1304,228,C
1584,187,344,52,31,156,12,NC
1435,104,238,31,14,125,8,NC
23,2,4,0,0,1,0,NC
4136,372,920,147,5,376,248,NC
1032,75,225,26,7,83,9,NC
36,6,6,1,2,5,0,NC
3,0,0,0,0,0,0,NC
864,145,213,40,17,88,35,NC
5,0,0,0,0,0,0,NC
24,0,4,1,0,1,0,NC
3223,383,816,187,106,463,33,NC
1747,198,310,73,20,100,64,NC
5347,718,1203,157,93,418,200,NC
47,5,9,1,1,4,0,NC
19,4,7,1,1,4,0,NC
0,0,0,0,0,0,0,NC
1004,176,216,37,1,85,76,NC
1117,85,241,37,5,98,2,NC
5578,662,1275,239,96,478,99,NC
4,0,0,0,0,0,0,NC
3202,397,854,133,12,225,104,NC
2872,382,685,98,18,252,90,NC
5790,966,1216,236,41,379,43,C
4380,421,991,128,29,394,117,NC
17,0,2,0,0,0,0,NC
3443,410,747,122,13,344,31,NC
116,7,17,2,4,17,1,NC
2991,388,756,126,35,280,39,NC
1000,83,216,47,1,74,4,NC
1783,162,367,79,20,143,9,NC
5414,665,1544,265,27,657,23,NC
1,0,0,0,0,0,0,NC
3933,608,886,106,11,319,91,NC
2713,338,588,81,3,205,173,NC
756,117,179,7,0,52,9,NC
2,0,0,0,0,0,0,NC
743,71,156,27,27,83,1,NC
479,88,187,30,2,5,0,NC
12,0,0,0,0,0,0,NC
123,15,33,6,2,11,0,NC
0,0,0,0,0,0,0,NC
